"prefix","MSE","MAE","PCC","nDataSize"
"1","grnn_pred",0.0109143086707832,0.0664764879818594,0.928877752340967,90
"2","grnn_pred",0.00790651609746987,0.0582474048752834,0.945612952745578,90
"3","grnn_pred",0.00608993996497535,0.054171162585034,0.958316330940202,90
"4","grnn_pred",0.00551285482459041,0.0533567045351474,0.960580815504457,90
"5","grnn_pred",0.00641699051839584,0.0537937824263039,0.953477991366119,90
"6","grnn_pred",0.0119281243633598,0.0704231718820862,0.917590186454917,90
"7","grnn_pred",0.00776899937027449,0.057184112244898,0.943884800968184,90
"8","grnn_pred",0.00644751023179171,0.0561686821995465,0.955572515169867,90
"9","grnn_pred",0.00581216303802908,0.0556865311791383,0.959625921980925,90
"10","grnn_pred",0.00540300471693357,0.052509823015873,0.962387803406952,90
"11","grnn_pred",0.0167995154461085,0.0809514982993197,0.883779442145624,90
"12","grnn_pred",0.00849106999809003,0.0575661549886621,0.937867444006735,90
"13","grnn_pred",0.00784670390743516,0.0608335341269841,0.942687089975313,90
"14","grnn_pred",0.00746473800972426,0.058303712244898,0.950496559376476,90
"15","grnn_pred",0.00885410305307144,0.060698733446712,0.936265540206599,90
"16","grnn_pred",0.0104119343982609,0.0718478854875284,0.924629062460452,90
"17","grnn_pred",0.00780528333186623,0.0637071529478458,0.944681421106702,90
"18","grnn_pred",0.0074361052746583,0.0636832233560091,0.939433229381293,90
"19","grnn_pred",0.00770063142900255,0.0635223286848073,0.938332059558383,90
"20","grnn_pred",0.00731429976556853,0.0623236789115646,0.941913862420535,90
"21","grnn_pred",0.0100099912265123,0.0657341555555555,0.925547374025482,90
"22","grnn_pred",0.011864568165447,0.0702567383219955,0.91507849570478,90
"23","grnn_pred",0.00782013602752139,0.0583396763038549,0.937514474553504,90
"24","grnn_pred",0.00574865869310992,0.0553142393424036,0.951990937067275,90
"25","grnn_pred",0.00755522957357558,0.0605623544217687,0.940408866602252,90
"26","grnn_pred",0.0140957871035999,0.0716361850340136,0.906759401138036,90
"27","grnn_pred",0.00824265128086766,0.0584494281179138,0.945480946569994,90
"28","grnn_pred",0.00590105090660915,0.0531387504535147,0.960759270185468,90
"29","grnn_pred",0.00651516997978804,0.0552176363945578,0.952336732918672,90
"30","grnn_pred",0.0063421529745171,0.0545655133786848,0.954872307901313,90
"31","grnn_pred",0.00794916299787408,0.0592070480725624,0.936843989475263,90
"32","grnn_pred",0.00588651467179709,0.0553730568027211,0.949025395591522,90
"33","grnn_pred",0.00590084850419279,0.0558970589569161,0.953816684099696,90
"34","grnn_pred",0.00574313965980906,0.0503258608843537,0.950614179183194,90
"35","grnn_pred",0.00491679563177448,0.0520195490929705,0.956282345309126,90
"36","grnn_pred",0.00903511528772906,0.0660537806122449,0.934719374801958,90
"37","grnn_pred",0.00988537594474109,0.0642546469387755,0.921530557523455,90
"38","grnn_pred",0.00693593015602493,0.0584744667800454,0.948014425940873,90
"39","grnn_pred",0.00718151112272939,0.0588751185941043,0.942361062086818,90
"40","grnn_pred",0.00608171952868104,0.0555905029478458,0.955056549335176,90
"41","grnn_pred",0.0127910595329884,0.0690886270975057,0.907582421947343,90
"42","grnn_pred",0.00810036025269525,0.0572825148526077,0.942591616686545,90
"43","grnn_pred",0.0068476964687885,0.0577154136054422,0.950122673294042,90
"44","grnn_pred",0.00538788974286503,0.0516944759637188,0.957270913146642,90
"45","grnn_pred",0.00596001539018269,0.0554390028344671,0.951574911221273,90
"46","grnn_pred",0.0086703686170562,0.0622542246031746,0.945129354454754,90
"47","grnn_pred",0.00961442301118361,0.067712166893424,0.934201170939811,90
"48","grnn_pred",0.00729265320846409,0.0611896112244898,0.946627073851233,90
"49","grnn_pred",0.00737788302682505,0.0599801611111111,0.955166786215171,90
"50","grnn_pred",0.00958648359556783,0.0665575894557823,0.931050476717452,90
"51","grnn_pred",0.00860582237044181,0.0587319274376417,0.935361137454953,90
"52","grnn_pred",0.0071391874377776,0.0597107911564626,0.94850223647765,90
"53","grnn_pred",0.00628390360496388,0.0549686870748299,0.953596623934227,90
"54","grnn_pred",0.00515771875560777,0.0530640867346939,0.956702167176444,90
"55","grnn_pred",0.00800092072245447,0.0583007746031746,0.936135039150214,90
"56","grnn_pred",0.0113074156873504,0.0615592535147392,0.923242763675699,90
"57","grnn_pred",0.00797867802467342,0.0579974163265306,0.947524417318478,90
"58","grnn_pred",0.00976235475227473,0.0616549912698413,0.933195536727076,90
"59","grnn_pred",0.00552735286101834,0.0514156024943311,0.959145867194216,90
"60","grnn_pred",0.00672639573781364,0.0555410656462585,0.950305872817909,90
"61","grnn_pred",0.00636885677634345,0.0550987854875283,0.957695582549618,90
"62","grnn_pred",0.00504476575549915,0.0527195207482993,0.961932768520909,90
"63","grnn_pred",0.00558169925835499,0.0553228167800454,0.960272027005613,90
"64","grnn_pred",0.00589783746935827,0.0539485182539683,0.956876474085099,90
"65","grnn_pred",0.00628038797625062,0.0543616599773243,0.953309073347279,90
"66","grnn_pred",0.00862798335132805,0.0612036140589569,0.937497231175953,90
"67","grnn_pred",0.00772888371224198,0.0587172316326531,0.945145837289992,90
"68","grnn_pred",0.00614238933919051,0.0557881017006803,0.955838140644348,90
"69","grnn_pred",0.00494865587845816,0.0525257891156463,0.961720716184369,90
"70","grnn_pred",0.00662323866104439,0.0572757041950113,0.952511639786212,90
"71","grnn_pred",0.011287215112659,0.0685375718820862,0.916564588214143,90
"72","grnn_pred",0.00622838423126624,0.0555260941043084,0.954578817843055,90
"73","grnn_pred",0.00702007613179079,0.0615483453514739,0.944835911787192,90
"74","grnn_pred",0.00728648490856704,0.0620372323129252,0.940098217813122,90
"75","grnn_pred",0.00813371703752087,0.062025281292517,0.937584269673244,90
"76","grnn_pred",0.00958445765372719,0.064197626984127,0.936725201969642,90
"77","grnn_pred",0.00504705004209019,0.051329243877551,0.962805718958406,90
"78","grnn_pred",0.00734514490911573,0.0596974198412698,0.94981021792087,90
"79","grnn_pred",0.00826992931318281,0.0620439698412698,0.945645286694479,90
"80","grnn_pred",0.00812607539775768,0.060075396031746,0.941325755681395,90
"81","grnn_pred",0.00811463240367843,0.0611920893424036,0.938724361724122,90
"82","grnn_pred",0.00596200514721285,0.0548471729024943,0.950774396580388,90
"83","grnn_pred",0.00688671387020612,0.0569383052154195,0.948069256715387,90
"84","grnn_pred",0.00550202641269724,0.0547567486394558,0.954020678799293,90
"85","grnn_pred",0.0060104141787633,0.0556165336734694,0.947681363838984,90
"86","grnn_pred",0.00913698486274212,0.0640605629251701,0.935242054685476,90
"87","grnn_pred",0.00568126866996734,0.0554485175736961,0.959433857988881,90
"88","grnn_pred",0.00624665268641742,0.056228206122449,0.960162463533652,90
"89","grnn_pred",0.00608050838175438,0.0551833321995465,0.960349391286724,90
"90","grnn_pred",0.00616501563903647,0.0556790651927438,0.956610287284359,90
"91","grnn_pred",0.0104786492089293,0.0675554594104308,0.92740345712849,90
"92","grnn_pred",0.00802041962720367,0.0590029342403628,0.933279561160869,90
"93","grnn_pred",0.00605202707494703,0.0577741394557823,0.9519373583482,90
"94","grnn_pred",0.00495688963621585,0.0517357430839002,0.956691569420243,90
"95","grnn_pred",0.00680682579536236,0.0578206102040816,0.944335984882406,90
"96","grnn_pred",0.00956558705061045,0.0651900959183673,0.922764614058175,90
"97","grnn_pred",0.0081106691576459,0.0616957569160998,0.93122477271996,90
"98","grnn_pred",0.00637015866017629,0.0569701869614512,0.946652098552573,90
"99","grnn_pred",0.00613948351615552,0.0577780475056689,0.943151321778897,90
"100","grnn_pred",0.00695422542451515,0.0582231680272109,0.936899065759716,90
"101","mlinGrnn_pred",0.0146072965000055,0.0804052131519274,0.906046290960373,90
"102","mlinGrnn_pred",0.0092640348616928,0.0653121715419501,0.935907370366147,90
"103","mlinGrnn_pred",0.00887794155024533,0.0671004494331066,0.937337558858874,90
"104","mlinGrnn_pred",0.00736792498753399,0.0644111743764172,0.947848103773676,90
"105","mlinGrnn_pred",0.0116016080320155,0.0723914056689342,0.915868455608474,90
"106","mlinGrnn_pred",0.0139881857500109,0.0782211486394558,0.90140642327945,90
"107","mlinGrnn_pred",0.0101396669372536,0.0709757591836735,0.927640760596606,90
"108","mlinGrnn_pred",0.00792229103964228,0.0658180420634921,0.943841822449435,90
"109","mlinGrnn_pred",0.00788898081909494,0.0666239426303855,0.943048657531933,90
"110","mlinGrnn_pred",0.00778795048501364,0.0637083397959184,0.944452943716926,90
"111","mlinGrnn_pred",0.0202953756753892,0.0881102843537415,0.861282313619629,90
